time_s,num_vehicles,mean_speed_mps,active_dags,server_100_queue,server_100_latency_ms,server_101_queue,server_101_latency_ms,cum_dispatched,cum_completed
0,1,13.89,1,0,18.5244,0,17.6607,1,1
0.1,1,14.0205,1,0,18.5914,0,17.6419,3,3
0.2,1,14.1862,1,0,18.6591,0,17.6232,5,5
0.3,1,14.3831,0,0,18.7278,0,17.6046,6,6
0.4,1,14.5737,0,0,18.7975,0,17.586,6,6
0.5,1,14.7102,0,0,18.8678,0,17.5676,6,6
0.6,1,14.6178,0,0,18.9378,0,17.5496,6,6
0.7,1,14.6859,0,0,19.008,0,17.5318,6,6
0.8,1,14.6254,0,0,19.0781,0,17.5145,6,6
0.9,1,14.6921,0,0,19.1484,0,17.4974,6,6
1,2,13.8689,0,0,13.9131,0,20.5968,6,6
1.1,2,13.8462,0,0,13.9277,0,20.6122,6,6
1.2,2,13.8072,0,0,13.9425,0,20.6277,6,6
1.3,2,13.7743,0,0,13.9575,0,20.6434,6,6
1.4,2,13.8136,0,0,13.9724,0,20.6595,6,6
1.5,2,13.8444,0,0,13.9878,0,20.6758,6,6
1.6,2,13.8078,1,0,14.0035,0,20.6921,7,7
1.7,2,13.8304,1,0,14.0194,0,20.7087,8,8
1.8,2,13.7901,1,1,14.0353,0,20.7255,10,9
1.9,2,13.8165,2,1,14.0515,0,20.7426,12,11
2,3,13.839,1,0,19.6564,0,17.0704,13,13
2.1,3,13.8634,1,0,19.656,0,17.0996,14,14
2.2,3,13.8252,0,0,19.6559,0,17.1289,15,15
2.3,3,13.8869,0,0,19.6561,0,17.1586,15,15
2.4,3,13.8807,1,0,19.6563,0,17.1885,16,16
2.5,3,13.851,1,0,19.6568,0,17.2186,17,17
2.6,3,13.8309,1,0,19.6576,0,17.2488,18,18
2.7,3,13.8808,0,0,19.6585,0,17.2794,19,19
2.8,3,13.8271,0,0,19.6597,0,17.3101,19,19
2.9,3,13.8954,0,0,19.661,0,17.3412,19,19
3,4,13.8503,0,0,21.6811,0,17.3054,19,19
3.1,4,13.9184,0,0,21.6864,0,17.3125,19,19
3.2,4,13.9611,0,0,21.6921,0,17.3194,19,19
3.3,4,14.017,0,0,21.698,0,17.3264,19,19
3.4,4,14.0547,0,0,21.7042,0,17.3333,19,19
3.5,4,14.0966,0,0,21.7106,0,17.3401,19,19
3.6,4,14.1577,0,0,21.7174,0,17.3469,19,19
3.7,4,14.1373,0,0,21.7244,0,17.3538,19,19
3.8,4,14.1458,0,0,21.7317,0,17.3608,19,19
3.9,4,14.1519,0,0,21.7393,0,17.3681,19,19
4,5,14.1022,0,0,20.9675,0,17.3323,19,19
4.1,5,14.1503,0,0,20.979,0,17.3253,19,19
4.2,5,14.1669,0,0,20.9909,0,17.3181,19,19
4.3,5,14.1709,0,0,21.003,0,17.3111,19,19
4.4,5,14.1666,0,0,21.0154,0,17.3043,19,19
4.5,5,14.1791,0,0,21.0281,0,17.2976,19,19
4.6,5,14.1726,0,0,21.0409,0,17.291,19,19
4.7,5,14.1433,0,0,21.0541,0,17.2846,19,19
4.8,5,14.206,0,0,21.0675,0,17.2783,19,19
4.9,5,14.2016,1,0,21.0812,0,17.2722,20,20
5,6,13.7515,1,0,18.9734,2,19.6148,23,21
5.1,6,13.7442,1,0,18.9788,1,19.6151,23,22
5.2,6,13.7381,0,0,18.9846,0,19.6155,23,23
5.3,6,13.7325,0,0,18.9906,0,19.616,23,23
5.4,6,13.7281,0,0,18.9969,0,19.6167,23,23
5.5,6,13.7152,0,0,19.0035,0,19.6174,23,23
5.6,6,13.7027,0,0,19.0104,0,19.6182,23,23
5.7,6,13.7296,0,0,19.0176,0,19.6193,23,23
5.8,6,13.7141,0,0,19.025,0,19.6203,23,23
5.9,6,13.6959,0,0,19.0327,0,19.6216,23,23
6,7,13.7162,0,0,17.5687,0,22.1066,23,23
6.1,7,13.7634,0,0,17.5693,0,22.1008,23,23
6.2,7,13.8315,0,0,17.5701,0,22.0951,23,23
6.3,7,13.8053,0,0,17.5711,0,22.0894,23,23
6.4,7,13.8233,0,0,17.5724,0,22.0838,23,23
6.5,7,13.8144,0,0,17.574,0,22.0785,23,23
6.6,7,13.8207,0,0,17.576,0,22.0732,23,23
6.7,7,13.8274,0,0,17.5783,0,22.0681,23,23
6.8,7,13.8214,0,0,17.5809,0,22.0631,23,23
6.9,7,13.8359,0,0,17.5838,0,22.058,23,23
7,8,13.6367,0,0,18.2301,0,20.4949,23,23
7.1,8,13.5994,0,0,18.2279,0,20.4966,23,23
7.2,8,13.646,0,0,18.2261,0,20.4985,23,23
7.3,8,13.6312,0,0,18.2247,0,20.5004,23,23
7.4,8,13.637,0,0,18.2235,0,20.5026,23,23
7.5,8,13.6276,1,0,18.2227,0,20.5048,24,24
7.6,8,13.6434,1,0,18.2222,1,20.5071,26,25
7.7,8,13.6272,1,0,18.222,0,20.5095,26,26
7.8,8,13.6119,0,0,18.2221,0,20.5121,27,27
7.9,8,13.6259,0,0,18.2226,0,20.5148,27,27
8,9,13.3645,0,0,17.128,0,21.7222,27,27
8.1,9,13.4216,0,0,17.1247,0,21.7282,27,27
8.2,9,13.4161,0,0,17.1217,0,21.7345,27,27
8.3,9,13.472,0,0,17.1189,0,21.7409,27,27
8.4,9,13.4794,0,0,17.1164,0,21.7475,27,27
8.5,9,13.5003,0,0,17.1141,0,21.7543,27,27
8.6,9,13.5216,0,0,17.1121,0,21.7613,27,27
8.7,9,13.5598,1,0,17.1104,0,21.7685,28,28
8.8,9,13.5462,1,0,17.1091,1,21.7759,30,29
8.9,9,13.5563,0,0,17.1081,0,21.7834,30,30
9,10,13.3873,0,0,18.0851,0,22.3271,30,30
9.1,10,13.391,1,0,18.079,0,22.333,31,31
9.2,10,13.3966,1,0,18.0732,1,22.3391,33,32
9.3,10,13.3563,1,0,18.0678,0,22.3452,33,33
9.4,10,13.3717,0,0,18.0627,0,22.3514,34,34
9.5,10,13.3563,1,0,18.058,0,22.3578,35,35
9.6,10,13.3798,1,0,18.0536,0,22.3642,36,36
9.7,10,13.3782,1,0,18.0495,0,22.3708,37,37
9.8,10,13.3825,0,0,18.0458,0,22.3775,38,38
9.9,10,13.3697,0,0,18.0423,0,22.3844,38,38
10,10,13.3911,0,0,18.0392,0,22.3913,38,38
10.1,10,13.3982,0,0,18.0365,0,22.3985,38,38
10.2,10,13.3816,0,0,18.0341,0,22.4057,38,38
10.3,10,13.3622,0,0,18.0321,0,22.413,38,38
10.4,10,13.3207,1,0,18.0301,0,22.4204,39,39
10.5,10,13.2918,1,0,18.0283,0,22.4278,40,40
10.6,10,13.2309,0,0,18.0266,0,22.4353,41,41
10.7,11,13.071,1,0,18.8305,0,22.871,42,42
10.8,11,13.0319,1,0,18.8239,1,22.877,44,43
10.9,11,13.012,2,0,18.8174,1,22.883,46,45
11,12,13.032,1,0,18.0423,0,22.8759,47,47
11.1,12,13.0368,0,0,18.0411,0,22.8775,48,48
11.2,12,12.9946,0,0,18.04,0,22.8792,48,48
11.3,12,12.9536,0,0,18.0391,0,22.8809,48,48
11.4,12,12.9213,0,0,18.0383,0,22.8827,48,48
11.5,12,12.8882,0,0,18.0377,0,22.8846,48,48
11.6,12,12.8321,0,0,18.0372,0,22.8865,48,48
11.7,12,12.7833,0,0,18.0369,0,22.8884,48,48
11.8,12,12.7551,1,0,18.0366,0,22.8905,49,49
11.9,12,12.7336,2,0,18.0366,1,22.8926,52,51
12,13,12.7833,3,1,19.0822,1,21.7957,55,53
12.1,13,12.7497,3,0,19.0853,2,21.7943,57,55
12.2,13,12.7348,2,1,19.0886,2,21.7929,60,57
12.3,13,12.7766,2,0,19.0923,1,21.7917,60,59
