time_s,num_vehicles,mean_speed_mps,active_dags,server_100_queue,server_100_latency_ms,server_101_queue,server_101_latency_ms,cum_dispatched,cum_completed
0,1,13.89,0,0,0,0,0,0,0
0.1,1,14.0205,0,0,0,0,0,0,0
0.2,1,14.1862,0,0,0,0,0,0,0
0.3,1,14.3831,0,0,0,0,0,0,0
0.4,1,14.5737,0,0,0,0,0,0,0
0.5,1,14.7102,0,0,0,0,0,0,0
0.6,1,14.6178,0,0,0,0,0,0,0
0.7,1,14.6859,0,0,0,0,0,0,0
0.8,1,14.6254,0,0,0,0,0,0,0
0.9,1,14.6921,0,0,0,0,0,0,0
1,2,13.8689,0,0,0,0,0,0,0
1.1,2,13.8462,0,0,0,0,0,0,0
1.2,2,13.8072,0,0,0,0,0,0,0
1.3,2,13.7743,0,0,0,0,0,0,0
1.4,2,13.8136,0,0,0,0,0,0,0
1.5,2,13.8444,0,0,0,0,0,0,0
1.6,2,13.8078,0,0,0,0,0,0,0
1.7,2,13.8304,0,0,0,0,0,0,0
1.8,2,13.7901,0,0,0,0,0,0,0
1.9,2,13.8165,0,0,0,0,0,0,0
2,3,13.839,0,0,0,0,0,0,0
2.1,3,13.8634,0,0,0,0,0,0,0
2.2,3,13.8252,1,0,20.0637,0,17.3058,1,1
2.3,3,13.8869,2,0,20.1345,2,17.2934,4,2
2.4,3,13.8807,2,0,20.2051,2,17.2813,5,3
2.5,3,13.851,2,0,20.2051,1,17.2813,5,4
2.6,3,13.8309,2,0,20.3461,1,17.2583,6,5
2.7,3,13.8808,2,0,20.4167,1,17.2473,7,6
2.8,3,13.8271,1,0,20.4873,1,17.2367,8,7
2.9,3,13.8954,1,0,20.4873,0,17.2367,8,8
3,4,13.8503,1,0,20.6287,1,17.2164,10,9
3.1,4,13.9184,0,0,20.6287,0,17.2164,10,10
3.2,4,13.9611,0,0,20.6287,0,17.2164,10,10
3.3,4,14.017,0,0,20.6287,0,17.2164,10,10
3.4,4,14.0547,0,0,20.6287,0,17.2164,10,10
3.5,4,14.0966,1,0,7.70939,0,24.9164,11,11
3.6,4,14.1577,1,0,7.68,0,24.9658,12,12
3.7,4,14.1373,0,0,7.6514,0,25.0149,13,13
3.8,4,14.1458,0,0,7.6514,0,25.0149,13,13
3.9,4,14.1519,0,0,7.6514,0,25.0149,13,13
4,5,14.1022,0,0,7.6514,0,25.0149,13,13
4.1,5,14.1503,0,0,7.6514,0,25.0149,13,13
4.2,5,14.1669,0,0,7.6514,0,25.0149,13,13
4.3,5,14.1709,0,0,7.6514,0,25.0149,13,13
4.4,5,14.1666,0,0,7.6514,0,25.0149,13,13
4.5,5,14.1791,0,0,7.6514,0,25.0149,13,13
4.6,5,14.1726,0,0,7.6514,0,25.0149,13,13
4.7,5,14.1433,0,0,7.6514,0,25.0149,13,13
4.8,5,14.206,0,0,7.6514,0,25.0149,13,13
4.9,5,14.2016,0,0,7.6514,0,25.0149,13,13
5,6,13.7515,0,0,7.6514,0,25.0149,13,13
5.1,6,13.7442,1,0,18.1518,0,16.4262,14,14
5.2,6,13.7381,2,0,28.1516,2,15.5768,17,15
5.3,6,13.7325,3,1,7.27971,2,25.8147,20,17
5.4,6,13.7281,3,0,18.2398,2,16.2271,21,19
5.5,6,13.7152,3,0,7.24591,3,25.9158,24,21
5.6,6,13.7027,1,0,7.23006,2,25.9667,25,23
5.7,6,13.7296,1,0,7.23006,1,25.9667,25,24
5.8,6,13.7141,1,0,28.2826,1,15.1607,26,25
5.9,6,13.6959,0,0,28.2826,0,15.1607,26,26
6,7,13.7162,0,0,28.2826,0,15.1607,26,26
6.1,7,13.7634,0,0,28.2826,0,15.1607,26,26
6.2,7,13.8315,0,0,28.2826,0,15.1607,26,26
6.3,7,13.8053,0,0,28.2826,0,15.1607,26,26
6.4,7,13.8233,0,0,28.2826,0,15.1607,26,26
6.5,7,13.8144,0,0,28.2826,0,15.1607,26,26
6.6,7,13.8207,0,0,28.2826,0,15.1607,26,26
6.7,7,13.8274,0,0,28.2826,0,15.1607,26,26
6.8,7,13.8214,0,0,28.2826,0,15.1607,26,26
6.9,7,13.8359,0,0,28.2826,0,15.1607,26,26
7,8,13.6367,1,0,28.565,0,14.337,27,27
