time_s,num_vehicles,mean_speed_mps,active_dags,server_100_queue,server_100_latency_ms,server_101_queue,server_101_latency_ms,cum_dispatched,cum_completed
0,1,13.89,1,0,18.5244,0,17.6607,1,1
0.1,1,14.0205,1,0,18.5914,0,17.6419,3,3
0.2,1,14.1862,1,0,18.6591,0,17.6232,5,5
0.3,1,14.3831,0,0,18.7278,0,17.6046,6,6
0.4,1,14.5737,0,0,18.7278,0,17.6046,6,6
0.5,1,14.7102,0,0,18.7278,0,17.6046,6,6
0.6,1,14.6178,0,0,18.7278,0,17.6046,6,6
0.7,1,14.6859,0,0,18.7278,0,17.6046,6,6
0.8,1,14.6254,0,0,18.7278,0,17.6046,6,6
0.9,1,14.6921,0,0,18.7278,0,17.6046,6,6
1,2,13.8689,0,0,18.7278,0,17.6046,6,6
1.1,2,13.8462,0,0,18.7278,0,17.6046,6,6
1.2,2,13.8072,0,0,18.7278,0,17.6046,6,6
1.3,2,13.7743,0,0,18.7278,0,17.6046,6,6
1.4,2,13.8136,0,0,18.7278,0,17.6046,6,6
1.5,2,13.8444,0,0,18.7278,0,17.6046,6,6
1.6,2,13.8078,1,0,8.36579,0,23.9971,7,7
1.7,2,13.8304,1,0,8.32696,0,24.0448,8,8
1.8,2,13.7901,1,1,8.28858,0,24.0925,10,9
1.9,2,13.8165,2,1,19.8525,0,17.3449,12,11
2,3,13.839,1,0,19.923,0,17.3315,13,13
2.1,3,13.8634,1,0,19.9932,0,17.3185,14,14
2.2,3,13.8252,0,0,20.0637,0,17.3058,15,15
2.3,3,13.8869,0,0,20.0637,0,17.3058,15,15
2.4,3,13.8807,1,0,20.2051,0,17.2813,16,16
2.5,3,13.851,1,0,20.2756,0,17.2696,17,17
2.6,3,13.8309,1,0,20.3461,0,17.2583,18,18
2.7,3,13.8808,0,0,20.4167,0,17.2473,19,19
2.8,3,13.8271,0,0,20.4167,0,17.2473,19,19
2.9,3,13.8954,0,0,20.4167,0,17.2473,19,19
3,4,13.8503,0,0,20.4167,0,17.2473,19,19
3.1,4,13.9184,0,0,20.4167,0,17.2473,19,19
3.2,4,13.9611,0,0,20.4167,0,17.2473,19,19
3.3,4,14.017,0,0,20.4167,0,17.2473,19,19
3.4,4,14.0547,0,0,20.4167,0,17.2473,19,19
3.5,4,14.0966,0,0,20.4167,0,17.2473,19,19
3.6,4,14.1577,0,0,20.4167,0,17.2473,19,19
3.7,4,14.1373,0,0,20.4167,0,17.2473,19,19
3.8,4,14.1458,0,0,20.4167,0,17.2473,19,19
3.9,4,14.1519,0,0,20.4167,0,17.2473,19,19
4,5,14.1022,0,0,20.4167,0,17.2473,19,19
4.1,5,14.1503,0,0,20.4167,0,17.2473,19,19
4.2,5,14.1669,0,0,20.4167,0,17.2473,19,19
4.3,5,14.1709,0,0,20.4167,0,17.2473,19,19
4.4,5,14.1666,0,0,20.4167,0,17.2473,19,19
4.5,5,14.1791,0,0,20.4167,0,17.2473,19,19
4.6,5,14.1726,0,0,20.4167,0,17.2473,19,19
4.7,5,14.1433,0,0,20.4167,0,17.2473,19,19
4.8,5,14.206,0,0,20.4167,0,17.2473,19,19
4.9,5,14.2016,1,0,29.8893,0,11.3095,20,20
5,6,13.7515,1,0,29.8587,2,11.3683,23,21
5.1,6,13.7442,1,0,29.8587,1,11.3683,23,22
5.2,6,13.7381,0,0,29.8587,0,11.3683,23,23
5.3,6,13.7325,0,0,29.8587,0,11.3683,23,23
5.4,6,13.7281,0,0,29.8587,0,11.3683,23,23
5.5,6,13.7152,0,0,29.8587,0,11.3683,23,23
5.6,6,13.7027,0,0,29.8587,0,11.3683,23,23
5.7,6,13.7296,0,0,29.8587,0,11.3683,23,23
5.8,6,13.7141,0,0,29.8587,0,11.3683,23,23
5.9,6,13.6959,0,0,29.8587,0,11.3683,23,23
6,7,13.7162,0,0,29.8587,0,11.3683,23,23
6.1,7,13.7634,0,0,29.8587,0,11.3683,23,23
6.2,7,13.8315,0,0,29.8587,0,11.3683,23,23
6.3,7,13.8053,0,0,29.8587,0,11.3683,23,23
6.4,7,13.8233,0,0,29.8587,0,11.3683,23,23
6.5,7,13.8144,0,0,29.8587,0,11.3683,23,23
6.6,7,13.8207,0,0,29.8587,0,11.3683,23,23
6.7,7,13.8274,0,0,29.8587,0,11.3683,23,23
6.8,7,13.8214,0,0,29.8587,0,11.3683,23,23
6.9,7,13.8359,0,0,29.8587,0,11.3683,23,23
7,8,13.6367,0,0,29.8587,0,11.3683,23,23
7.1,8,13.5994,0,0,29.8587,0,11.3683,23,23
7.2,8,13.646,0,0,29.8587,0,11.3683,23,23
7.3,8,13.6312,0,0,29.8587,0,11.3683,23,23
7.4,8,13.637,0,0,29.8587,0,11.3683,23,23
7.5,8,13.6276,1,0,29.1438,0,12.8774,24,24
7.6,8,13.6434,1,0,29.1171,1,12.9394,26,25
7.7,8,13.6272,1,0,29.0906,1,13.0013,27,26
7.8,8,13.6119,0,0,29.0906,0,13.0013,27,27
7.9,8,13.6259,0,0,29.0906,0,13.0013,27,27
8,9,13.3645,0,0,29.0906,0,13.0013,27,27
8.1,9,13.4216,0,0,29.0906,0,13.0013,27,27
8.2,9,13.4161,0,0,29.0906,0,13.0013,27,27
8.3,9,13.472,0,0,29.0906,0,13.0013,27,27
8.4,9,13.4794,0,0,29.0906,0,13.0013,27,27
8.5,9,13.5003,0,0,29.0906,0,13.0013,27,27
8.6,9,13.5216,0,0,29.0906,0,13.0013,27,27
8.7,9,13.5598,1,0,24.6874,0,17.2321,28,28
8.8,9,13.5462,1,0,24.7592,1,17.2427,30,29
8.9,9,13.5563,0,0,24.7592,0,17.2427,30,30
9,10,13.3873,0,0,24.7592,0,17.2427,30,30
9.1,10,13.391,1,0,24.9739,0,17.2763,31,31
9.2,10,13.3966,1,0,25.0458,1,17.2882,33,32
9.3,10,13.3563,1,0,25.0458,0,17.2882,33,33
9.4,10,13.3717,0,0,25.1886,0,17.3129,34,34
9.5,10,13.3563,1,0,7.23963,0,27.9922,35,35
9.6,10,13.3798,1,0,7.25594,0,28.0454,36,36
9.7,10,13.3782,1,0,7.273,0,28.0988,37,37
9.8,10,13.3825,0,0,7.29073,0,28.1519,38,38
9.9,10,13.3697,0,0,7.29073,0,28.1519,38,38
10,10,13.3911,0,0,7.29073,0,28.1519,38,38
10.1,10,13.3982,0,0,7.29073,0,28.1519,38,38
10.2,10,13.3816,0,0,7.29073,0,28.1519,38,38
10.3,10,13.3622,0,0,7.29073,0,28.1519,38,38
10.4,10,13.3207,1,0,21.3619,0,11.2694,39,39
10.5,10,13.2918,1,0,21.3236,0,11.3214,40,40
10.6,10,13.2309,0,0,21.2853,0,11.3735,41,41
10.7,11,13.071,1,0,21.247,0,11.426,42,42
10.8,11,13.0319,1,0,21.2091,1,11.4782,44,43
10.9,11,13.012,2,0,7.15633,0,34.6366,45,45
11,12,13.032,1,0,7.14444,0,34.5904,47,47
11.1,12,13.0368,0,0,7.13352,0,34.5442,48,48
11.2,12,12.9946,0,0,7.13352,0,34.5442,48,48
11.3,12,12.9536,0,0,7.13352,0,34.5442,48,48
11.4,12,12.9213,0,0,7.13352,0,34.5442,48,48
11.5,12,12.8882,0,0,7.13352,0,34.5442,48,48
11.6,12,12.8321,0,0,7.13352,0,34.5442,48,48
11.7,12,12.7833,0,0,7.13352,0,34.5442,48,48
11.8,12,12.7551,1,0,26.2389,0,27.0449,49,49
11.9,12,12.7336,2,0,28.123,1,15.671,52,51
12,13,12.7833,3,1,26.1217,1,27.0272,55,53
12.1,13,12.7497,3,0,28.0844,2,15.8005,57,55
12.2,13,12.7348,2,1,26.005,2,27.0101,60,57
12.3,13,12.7766,2,0,28.0462,2,15.931,61,59
